Type,Item Group Name,Item Name,Item Code,Position Strategy Allocation,Item Phase,Inventory Type,Stock In,Warehouse,Zone,Intake Date,Batch No.,Instrction/Process No,Process Name,Outturn No,Grower Marks,Stock In Day(s),Bags,Pockets,Units,Packing Type,Qty.,UOM,Blocked,LB No.,Block Against Collateral/STI,SO No.,PO No.,Supplier,Supplier Address,Certification,Outturn / Factor	,Warrant No
PIL,WASHED ARABICA,ABOVE SCREEN 15,ABOVE SCREEN 15,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,O-03-1,,RG-00241-ABOVE SCREEN 15,CS-00805,COLOUR SORTING,RG-00241,,,73,58.60,74,60 KG JUTE BAG,4438.60,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,ABOVE SCREEN 15,ABOVE SCREEN 15,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,P-02-1,,RG-00244-ABOVE SCREEN 15,CS-00807,COLOUR SORTING,RG-00244,,,65,27.60,66,60 KG JUTE BAG,3927.60,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,ABOVE SCREEN 15,ABOVE SCREEN 15,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,P-03-1,,RG-00243-ABOVE SCREEN 15,CS-00806,COLOUR SORTING,RG-00243,,,65,46.60,66,60 KG JUTE BAG,3946.60,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,BELOW SCREEN 15,BELOW SCREEN 15,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,O-08-1,,RG-00236-BELOW SCREEN 15,RG-00270,REGRADING,RG-00236,,,44,29.50,45,60 KG JUTE BAG,2669.50,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,BELOW SCREEN 15,BELOW SCREEN 15,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,P-04-1,,RG-00239-BELOW SCREEN 15,RG-00271,REGRADING,RG-00239,,,47,58.90,49,60 KG JUTE BAG,2878.90,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,BELOW SCREEN 15,BELOW SCREEN 15,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,P-08-1,,RG-00234-BELOW SCREEN 15,RG-00269,REGRADING,RG-00234,,,45,36.60,46,60 KG JUTE BAG,2736.60,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,BELOW SCREEN 15,BELOW SCREEN 15,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,P-10-1,,RG-00241-BELOW SCREEN 15,RG-00273,REGRADING,RG-00241,,,58,47.90,59,60 KG JUTE BAG,3527.90,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,BELOW SCREEN 15,BELOW SCREEN 15,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,P-10-1,,RG-00244-BELOW SCREEN 15,RG-00275,REGRADING,RG-00244,,,48,42.90,49,60 KG JUTE BAG,2922.90,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,BELOW SCREEN 15,BELOW SCREEN 15,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,P-11-1,,RG-00240-BELOW SCREEN 15,RG-00272,REGRADING,RG-00240,,,46,7.70,47,60 KG JUTE BAG,2767.70,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,BELOW SCREEN 15,BELOW SCREEN 15,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,P-11-1,,RG-00243-BELOW SCREEN 15,RG-00274,REGRADING,RG-00243,,,44,20.50,45,60 KG JUTE BAG,2660.50,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,C,C,PRE ABC - FAQ,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,L-05-1,,BULK-00448-C,RG-00265,REGRADING,BULK-00448,,,115,59.70,117,60 KG JUTE BAG,6959.70,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,C,C,PRE ABC - FAQ,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,L-06-1,,BULK-00449-C,RG-00266,REGRADING,BULK-00449,,,119,24,120,60 KG JUTE BAG,7164,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,C,C,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,O-03-1,,CS-00798-C,RG-00267,REGRADING,BULK-00462,,,98,9.90,99,60 KG JUTE BAG,5889.90,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,C,C,IN GRINDER BOLD,Intermediate,2024 / 2025,,KAHAWA BORA WAREHOUSE,O-03-1,,CS-00799-C,RG-00268,REGRADING,BULK-00485,,,125,7.60,126,60 KG JUTE BAG,7507.60,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,GRINDER L,GRINDER L,IN GRINDER LIGHT,Finished Good,2024 / 2025,,KAHAWA BORA WAREHOUSE,L-06-1,,BULK-00487-GRINDER L,CS-00803,COLOUR SORTING,BULK-00487,,,184,0.50,185,60 KG JUTE BAG,11040.50,Kg,No,, ,,,,,,,
PIL,WASHED ARABICA,Rejects L,Reject L,POST REJECTS S,Finished Good,2024 / 2025,,KAHAWA BORA WAREHOUSE,P-12-1,,BULK-00477-REJECT L,REBAG00049,RE-BAGGING,BULK-00477,,,640,0,640,60 KG JUTE BAG,38400,Kg,No,, ,,,,,,,
WH,NATURAL ARABICA,MH,MH,PRE GRINDER BOLD,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,A-07-1,15-OCT-2025,2025/2026-1-5815-CRIRUKERA/AC.0031,,,48KP0058,CRIRUKERA/AC.0031,14,5,16.60,6,60 KG JUTE BAG,316.60,Kg,No,, ,,2025/2026-1/5815/CP-03102,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251006B7C
WH,NATURAL ARABICA,MH,MH,PRE GRINDER BOLD,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,A-11-1,15-OCT-2025,2025/2026-1-6473-KIRIGA/AB.001,,,43KF0055,KIRIGA/AB.001,14,7,18.80,8,60 KG JUTE BAG,438.80,Kg,No,, ,,2025/2026-1/6473/CP-03124,KCCE,"Kenbelt Industrial Park Off Mombasa Road P.O BOX 54980, NAIROBI, NAIROBI, KENYA",,,W251001EDQ
WH,NATURAL ARABICA,MH,MH,PRE GRINDER BOLD,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,A-08-1,29-OCT-2025,2025/2026-3-7083-C/BULK,,,52KM2015,C/BULK,0,3,6.30,3,60 KG JUTE BAG,186.30,Kg,No,, ,,2025/2026-3/7083/CP-03171,MINNESOTA COFFEE MARKETERS LIMITED,"P.O BOX 103987, NAIROBI, DEFAULT STATE, KENYA",,,W251021NLF
WH,NATURAL ARABICA,MH,MH,PRE GRINDER BOLD,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,C-05-1,29-OCT-2025,2025/2026-3-5786-GEOKIMFARM/BF.0337,,,01TL1000,GEOKIMFARM/BF.0337,0,10,1,10,60 KG JUTE BAG,601,Kg,No,, ,,2025/2026-3/5786/CP-03162,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251021LJC
WH,NATURAL ARABICA,ML,ML,PRE GRINDER LIGHT,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,A-07-1,15-OCT-2025,2025/2026-1-5805-YARA/AI.0012,,,50GT0057,YARA/AI.0012,14,8,22.90,9,60 KG JUTE BAG,502.90,Kg,No,, ,,2025/2026-1/5805/CP-03100,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W2510062CF
WH,NATURAL ARABICA,ML,ML,PRE GRINDER BOLD,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,A-08-1,29-OCT-2025,2025/2026-3-6006-ORETI/AB.0059,,,52KF3002,ORETI/AB.0059,0,6,4.70,7,60 KG JUTE BAG,364.70,Kg,No,, ,,2025/2026-3/6006/CP-03166,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",,,W251018N6A
WH,WASHED ARABICA,AA,AA,AA - TOP,Intermediate,2018 / 2019,126,KAHAWA BORA WAREHOUSE,A-06-1,25-JUN-2025,2018/2019-DS-SPGP-45576-1-HP-355,,,15KB0096,GUCHIENDA/ BD070,126,2,57,3,60 KG JUTE BAG,177,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,AA - Top,Intermediate,2023 / 2024,43,KAHAWA BORA WAREHOUSE,M-05-1,16-SEP-2025,2023/2024-20-6065-HP-786,,,20KM0002,GATHIRUINI/XAA03F02,43,0,12.60,1,60 KG JUTE BAG,12.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,AA - Top,Intermediate,2023 / 2024,43,KAHAWA BORA WAREHOUSE,M-07-1,16-SEP-2025,2023/2024-15-3383-HP-786,,,11KK0017,CHILCHILA F. C.SOC. LTD/XCE45F01,43,0,31.50,1,60 KG JUTE BAG,31.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,PRE AA - TOP,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,A-07-1,15-OCT-2025,2025/2026-1-5763-KIKIMAFCSMULIMA/XBE04F03,,,51KP0153,KIKIMAFCSMULIMA/XBE04F03,14,7,58.80,8,60 KG JUTE BAG,478.80,Kg,No,, ,,2025/2026-1/5763/CP-03091,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251006T8C
WH,WASHED ARABICA,AA,AA,PRE GRINDER BOLD,Intermediate,2024 / 2025,33,KAHAWA BORA WAREHOUSE,A-08-1,26-SEP-2025,2024/2025-DS6521-901403A-MUCHAI,,,44FH0034,MUCHAI,33,0,57.20,2,60 KG JUTE BAG,57.20,Kg,No,, ,,2024/2025-DS6521/901403A/CP-02675,MURANGÁ FARMERS CO-OPERATIVE UNION LIMITED,"P.O BOX 14, NAIROBI, NAIROBI, KENYA",,,37279
WH,WASHED ARABICA,AA,AA,PRE GRINDER BOLD,Intermediate,2024 / 2025,33,KAHAWA BORA WAREHOUSE,A-08-1,26-SEP-2025,2024/2025-DS6521-901403B-KIANGARA,,,43FH0025,KIANGARA,33,1,7.20,2,60 KG JUTE BAG,67.20,Kg,No,, ,,2024/2025-DS6521/901403B/CP-02676,MURANGÁ FARMERS CO-OPERATIVE UNION LIMITED,"P.O BOX 14, NAIROBI, NAIROBI, KENYA",,,37281
WH,WASHED ARABICA,AA,AA,PRE GRINDER BOLD,Intermediate,2024 / 2025,25,KAHAWA BORA WAREHOUSE,A-09-1,04-OCT-2025,2024/2025-41-5686-P/BULK,,,49SM1005,P/BULK,25,4,25.50,5,60 KG JUTE BAG,265.50,Kg,No,, ,,2024/2025-41/5686/CP-02776,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W25092279H
WH,WASHED ARABICA,AA,AA,PRE GRINDER BOLD,Intermediate,2024 / 2025,33,KAHAWA BORA WAREHOUSE,A-09-1,26-SEP-2025,2024/2025-DS6521-901403C-KIANJEGE,,,42FH0003,KIANJEGE,33,4,50.50,5,60 KG JUTE BAG,290.50,Kg,No,, ,,2024/2025-DS6521/901403C/CP-02677,MURANGÁ FARMERS CO-OPERATIVE UNION LIMITED,"P.O BOX 14, NAIROBI, NAIROBI, KENYA",,,37280
WH,WASHED ARABICA,AA,AA,PRE GRINDER BOLD,Intermediate,2024 / 2025,33,KAHAWA BORA WAREHOUSE,A-09-1,26-SEP-2025,2024/2025-DS6521-901403E-MURARANDIA,,,43FH0027,MURARANDIA,33,5,50.60,6,60 KG JUTE BAG,350.60,Kg,No,, ,,2024/2025-DS6521/901403E/CP-02679,MURANGÁ FARMERS CO-OPERATIVE UNION LIMITED,"P.O BOX 14, NAIROBI, NAIROBI, KENYA",,,37278
WH,WASHED ARABICA,AA,AA,PRE GRINDER BOLD,Intermediate,2024 / 2025,33,KAHAWA BORA WAREHOUSE,A-09-1,26-SEP-2025,2024/2025-DS6521-901403F-P/BULK,,,43FH1001,P/BULK,33,3,17.40,4,60 KG JUTE BAG,197.40,Kg,No,, ,,2024/2025-DS6521/901403F/CP-02680,MURANGÁ FARMERS CO-OPERATIVE UNION LIMITED,"P.O BOX 14, NAIROBI, NAIROBI, KENYA",,,37282
WH,WASHED ARABICA,AA,AA,PRE AA - FAQ,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,A-09-1,15-OCT-2025,2025/2026-1-4133-NTHIMBIRIFCS-NTONGORO/XBB042F01,,,44MU0029,NTHIMBIRIFCS-NTONGORO/XBB042F01,14,4,46.50,5,60 KG JUTE BAG,286.50,Kg,No,, ,,2025/2026-1/4133/CP-03071,MERU,"Airport North Road, Embakasi | P O Box 46586, 00100, NAIROBI, NAIROBI, KENYA",,,W251006JKP
WH,WASHED ARABICA,AA,AA,PRE GRINDER BOLD,Intermediate,2024 / 2025,27,KAHAWA BORA WAREHOUSE,A-10-1,02-OCT-2025,2024/2025-41-3528-P/BULK,,,49LE1002,P/BULK,27,2,4.30,3,60 KG JUTE BAG,124.30,Kg,No,, ,,2024/2025-41/3528/CP-02728,UNITED EASTERN KENYA COFFEE MARKETING AGENCY,"P.O. Box 83-90100,Machakos, MACHAKOS, DEFAULT STATE, KENYA",,,W2509229G3
WH,WASHED ARABICA,AA,AA,PRE AA - TOP,Intermediate,2024 / 2025,5,KAHAWA BORA WAREHOUSE,C-06-1,24-OCT-2025,2025/2026-1-6053-JAYDEN/AA.0849,,,51KM0006,JAYDEN/AA.0849,5,14,39.50,15,60 KG JUTE BAG,879.50,Kg,No,, ,,2025/2026-1/6053/CP-03108,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",,,W251006TCG
WH,WASHED ARABICA,AA,AA,POST 17 UP TOP,Intermediate,2024 / 2025,120,KAHAWA BORA WAREHOUSE,C-09-1,01-JUL-2025,2024/2025-DS6342-87976-ROCKBERNCOFFEEGROUPLIMITED,,,RCGL2504,ROCKBERNCOFFEEGROUPLIMITED,120,10,1,10,60 KG JUTE BAG,601,Kg,Yes,COL-00140#40,COL-00140,,2024/2025-DS6342/87976/CP-01637,ROCKBERN COFFEE GROUP LIMITED,"00202, NAIROBI, DEFAULT STATE, KENYA",,,ROCKBURN001
WH,WASHED ARABICA,AA,AA,POST FAQ MINUS,Intermediate,2024 / 2025,30,KAHAWA BORA WAREHOUSE,L-07-1,29-SEP-2025,FBULK-00053-AA,,,FBULK-00053,,30,22,47,23,60 KG JUTE BAG,1367,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,PRE AA - TOP,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,M-04-1,15-OCT-2025,2024/2025-35-7313-43LE0027/HERBSFARM/BF.0036,,,43LE0027,43LE0027/HERBSFARM/BF.0036,14,2,45.80,3,60 KG JUTE BAG,165.80,Kg,No,, ,,2024/2025-35/7313/CP-01950,COFFEE ESTATE BOURGEOISE BROKERS LIMITED,"P.O. BOX 74800 – 00200 Nairobi, Kenya, NAIROBI, NAIROBI, KENYA",,,W2508072XV
WH,WASHED ARABICA,AA,AA,PRE AA - PLUS,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,M-04-1,15-OCT-2025,2024/2025-37-6108-45IM0060/KIAIRIA/XAA01F03,,,45IM0060,45IM0060/KIAIRIA/XAA01F03,14,4,38,5,60 KG JUTE BAG,278,Kg,No,, ,,2024/2025-37/6108/CP-02166,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",,,W250821YV4
WH,WASHED ARABICA,AA,AA,POST 17 UP TOP,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-05-1,24-SEP-2025,HP-00032.001-AA,,,,,35,2,8.60,3,60 KG JUTE BAG,128.60,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-05-1,24-SEP-2025,HP-00032.003-AA,,,,,35,0,7,1,60 KG JUTE BAG,7,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-05-1,24-SEP-2025,HP-00054.001-AA,,,HP-00054.001,,35,0,55,1,60 KG JUTE BAG,55,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP TOP,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-05-1,24-SEP-2025,HP-00069.003-AA,,,HP-00069.003,,35,0,20,1,60 KG JUTE BAG,20,Kg,No,, ,,,,,FAIRTRADE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,44,KAHAWA BORA WAREHOUSE,M-05-1,15-SEP-2025,HP-00069.004-AA,,,HP-00069.004,,44,1,1,1,60 KG JUTE BAG,61,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-05-1,24-SEP-2025,HP-00071-AA,,,HP-00071,,35,8,2,8,60 KG JUTE BAG,482,Kg,No,, ,,,,,"RAINFOREST ALLIANCE, FAIRTRADE",,
WH,WASHED ARABICA,AA,AA,POST 17 UP TOP,Intermediate,2024 / 2025,43,KAHAWA BORA WAREHOUSE,M-05-1,16-SEP-2025,HP-00072-AA,,,HP-00072,,43,5,15.50,6,60 KG JUTE BAG,315.50,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,44,KAHAWA BORA WAREHOUSE,M-05-1,15-SEP-2025,HP-00073.005-AA,,,HP-00073.005,,44,8,11.90,9,60 KG JUTE BAG,491.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-05-1,24-SEP-2025,HP-00077.003-AA,,,HP-00077.003,,35,0,38,1,60 KG JUTE BAG,38,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-05-1,24-SEP-2025,HP-00086.004-AA,,,HP-00086.004,,35,0,41,2,60 KG JUTE BAG,41,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP FAQ,Intermediate,2024 / 2025,44,KAHAWA BORA WAREHOUSE,M-06-1,15-SEP-2025,CS-00639-AA.1,,,FBULK-00039,,44,2,10.30,3,60 KG JUTE BAG,130.30,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP TOP,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-06-1,24-SEP-2025,HP-00033.006-AA,,,,,35,0,21.20,1,60 KG JUTE BAG,21.20,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP TOP,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-06-1,24-SEP-2025,HP-00036.006-AA,,,,,35,4,13,5,60 KG JUTE BAG,253,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-06-1,24-SEP-2025,HP-00065-AA,,,HP-00065,,35,3,37.90,4,60 KG JUTE BAG,217.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-06-1,24-SEP-2025,HP-00073.004-AA,,,HP-00073.004,,35,7,22.30,8,60 KG JUTE BAG,442.30,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-06-1,24-SEP-2025,HP-00073.006-AA,,,HP-00073.006,,35,6,5.60,6,60 KG JUTE BAG,365.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,70,KAHAWA BORA WAREHOUSE,M-07-1,20-AUG-2025,HP-00028.003-AA,,,,,70,0,51,1,60 KG JUTE BAG,51,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-07-1,24-SEP-2025,HP-00028.006-AA,,,,,35,0,48.50,1,60 KG JUTE BAG,48.50,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST FAQ MINUS,Intermediate,2024 / 2025,65,KAHAWA BORA WAREHOUSE,M-07-1,25-AUG-2025,HP-00033.005-AA,,,,,65,0,21.40,1,60 KG JUTE BAG,21.40,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,70,KAHAWA BORA WAREHOUSE,M-07-1,20-AUG-2025,HP-00033.007-AA,,,,,70,0,3.40,1,60 KG JUTE BAG,3.40,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,70,KAHAWA BORA WAREHOUSE,M-07-1,20-AUG-2025,HP-00040.003-AA,,,,,70,0,49.30,1,60 KG JUTE BAG,49.30,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,70,KAHAWA BORA WAREHOUSE,M-07-1,20-AUG-2025,HP-00064-AA,,,HP-00064,,70,0,53.90,1,60 KG JUTE BAG,53.90,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP FAQ,Intermediate,2024 / 2025,22,KAHAWA BORA WAREHOUSE,M-11-1,07-OCT-2025,CS-00749-AA.1,,,FBULK-00055,,22,10,12,11,60 KG JUTE BAG,612,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP TOP,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,N-06-1,15-OCT-2025,2024/2025-DS6342-87976-ROCKBERNCOFFEEGROUPLIMITED,,,RCGL2504,ROCKBERNCOFFEEGROUPLIMITED,14,67,59.80,68,60 KG JUTE BAG,4079.80,Kg,No,, ,,2024/2025-DS6342/87976/CP-01637,ROCKBERN COFFEE GROUP LIMITED,"00202, NAIROBI, DEFAULT STATE, KENYA",,,ROCKBURN001
WH,WASHED ARABICA,AA,AA,PRE AA - PLUS,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,N-07-1,15-OCT-2025,2024/2025-30-3416-28KK0003/KIQWETUCOFFEE/KCO/GM/24,,,28KK0003,28KK0003/KIQWETUCOFFEE/KCO/GM/24/017,14,20,58.10,21,60 KG JUTE BAG,1258.10,Kg,No,, ,,2024/2025-30/3416/CP-01650,KIPKELION BROKERAGE COMPANY LIMITED,"P.O. Box 8-20209, Tennan, KERICHO, DEFAULT STATE, KENYA",,,W2507099DT
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,43,KAHAWA BORA WAREHOUSE,O-07-1,16-SEP-2025,CS-00461-AA,,,RG-00082,,43,46,41.70,47,60 KG JUTE BAG,2801.70,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,43,KAHAWA BORA WAREHOUSE,O-07-1,16-SEP-2025,CS-00516-AA,,,12SM0100,,43,50,33.10,51,60 KG JUTE BAG,3033.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP TOP,Intermediate,2024 / 2025,43,KAHAWA BORA WAREHOUSE,O-07-1,16-SEP-2025,CS-00537-AA,,,HP-00069.001,,43,19,50,20,60 KG JUTE BAG,1190,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP TOP,Intermediate,2024 / 2025,43,KAHAWA BORA WAREHOUSE,O-07-1,16-SEP-2025,CS-00623-AA,,,34MU0019,,43,32,38.30,33,60 KG JUTE BAG,1958.30,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,43,KAHAWA BORA WAREHOUSE,O-07-1,16-SEP-2025,CS-00626-AA,,,BULK-00335,,43,79,34,80,60 KG JUTE BAG,4774,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 16 FAQ,Intermediate,2024 / 2025,44,KAHAWA BORA WAREHOUSE,O-09-1,15-SEP-2025,CS-00592-AA,,,17KN0011,,44,17,34.80,18,60 KG JUTE BAG,1054.80,Kg,No,, ,,,,,NESPRESSO AAA,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,O-10-1,24-SEP-2025,CS-00450-AA,,,BULK-00252,,35,66,14.70,67,60 KG JUTE BAG,3974.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,44,KAHAWA BORA WAREHOUSE,O-11-1,15-SEP-2025,CS-00456-AA,,,RG-00077,,44,36,22.70,37,60 KG JUTE BAG,2182.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,44,KAHAWA BORA WAREHOUSE,O-11-1,15-SEP-2025,CS-00491-AA,,,RG-00084,,44,100,35.10,101,60 KG JUTE BAG,6035.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP FAQ,Intermediate,2024 / 2025,28,KAHAWA BORA WAREHOUSE,P-04-1,01-OCT-2025,CS-00706-AA,,,BULK-00420,,28,196,33.60,196,60 KG JUTE BAG,11793.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP FAQ,Intermediate,2024 / 2025,0,KAHAWA BORA WAREHOUSE,P-09-1,29-OCT-2025,CS-00795-AA,,,BULK-00431,,0,100,8.10,101,60 KG JUTE BAG,6008.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,58,KAHAWA BORA WAREHOUSE,R-04-1,01-SEP-2025,HP-00001-AA,,,,,58,17,15.60,18,60 KG JUTE BAG,1035.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,58,KAHAWA BORA WAREHOUSE,R-04-1,01-SEP-2025,HP-00036.009-AA,,,,,58,22,23.80,22,60 KG JUTE BAG,1343.80,Kg,No,, ,,,,,NESPRESSO AAA,,
