Type,Item Group Name,Item Name,Item Code,Position Strategy Allocation,Item Phase,Inventory Type,Stock In,Warehouse,Zone,Intake Date,Batch No.,Instrction/Process No,Process Name,Outturn No,Grower Marks,Stock In Day(s),Bags,Pockets,Units,Packing Type,Qty.,UOM,Blocked,LB No.,Block Against Collateral/STI,SO No.,PO No.,Supplier,Supplier Address,Certification,Outturn / Factor	,Warrant No
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,2,KAHAWA BORA WAREHOUSE,H-12-1,27-OCT-2025,BULK-00477-DUST,,,BULK-00477,,2,1,8.20,2,60 KG JUTE BAG,68.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,6,KAHAWA BORA WAREHOUSE,H-12-1,23-OCT-2025,BULK-00483-DUST,,,BULK-00483,,6,0,15.10,1,60 KG JUTE BAG,15.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,35,KAHAWA BORA WAREHOUSE,H-12-1,24-SEP-2025,CS-00689-DUST,,,45SM0041,,35,0,6.10,1,60 KG JUTE BAG,6.10,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,35,KAHAWA BORA WAREHOUSE,H-12-1,24-SEP-2025,CS-00690-DUST,,,45SM0044,,35,0,14.10,1,60 KG JUTE BAG,14.10,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,35,KAHAWA BORA WAREHOUSE,H-12-1,24-SEP-2025,CS-00693-DUST,,,43MU1005,,35,0,17.10,1,60 KG JUTE BAG,17.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,35,KAHAWA BORA WAREHOUSE,H-12-1,24-SEP-2025,CS-00694-DUST,,,38GR0001,,35,0,8.10,1,60 KG JUTE BAG,8.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,34,KAHAWA BORA WAREHOUSE,H-12-1,25-SEP-2025,CS-00695-DUST,,,FBULK-00050,,34,0,22.10,1,60 KG JUTE BAG,22.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,33,KAHAWA BORA WAREHOUSE,H-12-1,26-SEP-2025,CS-00700-DUST,,,BULK-00402,,33,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,27,KAHAWA BORA WAREHOUSE,H-12-1,02-OCT-2025,CS-00712-DUST,,,BULK-00411,,27,0,27.10,1,60 KG JUTE BAG,27.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,27,KAHAWA BORA WAREHOUSE,H-12-1,02-OCT-2025,CS-00713-DUST,,,BULK-00412,,27,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,23,KAHAWA BORA WAREHOUSE,H-12-1,06-OCT-2025,CS-00714-DUST,,,BULK-00417,,23,0,55.10,1,60 KG JUTE BAG,55.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,25,KAHAWA BORA WAREHOUSE,H-12-1,04-OCT-2025,CS-00715-DUST,,,BULK-00418,,25,0,19.10,1,60 KG JUTE BAG,19.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,23,KAHAWA BORA WAREHOUSE,H-12-1,06-OCT-2025,CS-00717-DUST,,,BULK-00421,,23,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,22,KAHAWA BORA WAREHOUSE,H-12-1,07-OCT-2025,CS-00718-DUST,,,BULK-00423,,22,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,21,KAHAWA BORA WAREHOUSE,H-12-1,08-OCT-2025,CS-00719-DUST,,,BULK-00425,,21,0,18.10,1,60 KG JUTE BAG,18.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,16,KAHAWA BORA WAREHOUSE,H-12-1,13-OCT-2025,CS-00720-DUST,,,BULK-00424,,16,0,16.10,1,60 KG JUTE BAG,16.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,22,KAHAWA BORA WAREHOUSE,H-12-1,07-OCT-2025,CS-00722-DUST,,,RG-00158,,22,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,16,KAHAWA BORA WAREHOUSE,H-12-1,13-OCT-2025,CS-00723-DUST,,,RG-00172,,16,0,17.10,1,60 KG JUTE BAG,17.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,16,KAHAWA BORA WAREHOUSE,H-12-1,13-OCT-2025,CS-00724-DUST,,,RG-00175,,16,0,18.10,1,60 KG JUTE BAG,18.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,16,KAHAWA BORA WAREHOUSE,H-12-1,13-OCT-2025,CS-00725-DUST,,,RG-00179,,16,0,14.10,1,60 KG JUTE BAG,14.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,16,KAHAWA BORA WAREHOUSE,H-12-1,13-OCT-2025,CS-00726-DUST,,,RG-00201,,16,0,17.10,1,60 KG JUTE BAG,17.10,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,16,KAHAWA BORA WAREHOUSE,H-12-1,13-OCT-2025,CS-00729-DUST,,,RG-00148,,16,0,17.10,1,60 KG JUTE BAG,17.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,16,KAHAWA BORA WAREHOUSE,H-12-1,13-OCT-2025,CS-00731-DUST,,,RG-00153,,16,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,16,KAHAWA BORA WAREHOUSE,H-12-1,13-OCT-2025,CS-00732-DUST,,,RG-00154,,16,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,15,KAHAWA BORA WAREHOUSE,H-12-1,14-OCT-2025,CS-00733-DUST,,,RG-00155,,15,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,15,KAHAWA BORA WAREHOUSE,H-12-1,14-OCT-2025,CS-00734-DUST,,,RG-00159,,15,0,9.10,1,60 KG JUTE BAG,9.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,15,KAHAWA BORA WAREHOUSE,H-12-1,14-OCT-2025,CS-00735-DUST,,,RG-00161,,15,0,24.10,1,60 KG JUTE BAG,24.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,15,KAHAWA BORA WAREHOUSE,H-12-1,14-OCT-2025,CS-00736-DUST,,,RG-00162,,15,0,30.10,1,60 KG JUTE BAG,30.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,14,KAHAWA BORA WAREHOUSE,H-12-1,15-OCT-2025,CS-00738-DUST,,,RG-00166,,14,0,30.10,1,60 KG JUTE BAG,30.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,13,KAHAWA BORA WAREHOUSE,H-12-1,16-OCT-2025,CS-00740-DUST,,,RG-00169,,13,0,15.10,1,60 KG JUTE BAG,15.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,13,KAHAWA BORA WAREHOUSE,H-12-1,16-OCT-2025,CS-00741-DUST,,,RG-00170,,13,0,11.10,1,60 KG JUTE BAG,11.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,13,KAHAWA BORA WAREHOUSE,H-12-1,16-OCT-2025,CS-00742-DUST,,,RG-00171,,13,0,21.10,1,60 KG JUTE BAG,21.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,8,KAHAWA BORA WAREHOUSE,H-12-1,21-OCT-2025,CS-00743-DUST,,,RG-00176,,8,0,11.10,1,60 KG JUTE BAG,11.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,13,KAHAWA BORA WAREHOUSE,H-12-1,16-OCT-2025,CS-00744-DUST,,,RG-00177,,13,0,15.10,1,60 KG JUTE BAG,15.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,13,KAHAWA BORA WAREHOUSE,H-12-1,16-OCT-2025,CS-00745-DUST,,,RG-00178,,13,0,11.10,1,60 KG JUTE BAG,11.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,13,KAHAWA BORA WAREHOUSE,H-12-1,16-OCT-2025,CS-00747-DUST,,,RG-00181,,13,0,10.10,1,60 KG JUTE BAG,10.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,21,KAHAWA BORA WAREHOUSE,H-12-1,08-OCT-2025,CS-00752-DUST,,,BULK-00419,,21,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,8,KAHAWA BORA WAREHOUSE,H-12-1,21-OCT-2025,CS-00760-DUST,,,RG-00207,,8,0,11.10,1,60 KG JUTE BAG,11.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,39,KAHAWA BORA WAREHOUSE,H-12-1,20-SEP-2025,FBULK-00046-DUST,,,FBULK-00046,,39,0,18.10,1,60 KG JUTE BAG,18.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,36,KAHAWA BORA WAREHOUSE,H-12-1,23-SEP-2025,FBULK-00047-DUST,,,FBULK-00047,,36,0,5,1,60 KG JUTE BAG,5,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,35,KAHAWA BORA WAREHOUSE,H-12-1,24-SEP-2025,FBULK-00050-DUST,,,FBULK-00050,,35,0,22.10,1,60 KG JUTE BAG,22.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,32,KAHAWA BORA WAREHOUSE,H-12-1,27-SEP-2025,FBULK-00052-DUST,,,FBULK-00052,,32,0,12,1,60 KG JUTE BAG,12,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,21,KAHAWA BORA WAREHOUSE,H-12-1,08-OCT-2025,FBULK-00054-DUST,,,FBULK-00054,,21,0,24,1,60 KG JUTE BAG,24,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,25,KAHAWA BORA WAREHOUSE,H-12-1,04-OCT-2025,FBULK-00055-DUST,,,FBULK-00055,,25,0,34.10,1,60 KG JUTE BAG,34.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,21,KAHAWA BORA WAREHOUSE,H-12-1,08-OCT-2025,FBULK-00056-DUST,,,FBULK-00056,,21,0,9,1,60 KG JUTE BAG,9,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,14,KAHAWA BORA WAREHOUSE,H-12-1,15-OCT-2025,FBULK-00057-DUST,,,FBULK-00057,,14,0,23.10,1,60 KG JUTE BAG,23.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,36,KAHAWA BORA WAREHOUSE,H-12-1,23-SEP-2025,GS-00060.001-DUST,,,GS-00060.001,,36,0,19.10,1,60 KG JUTE BAG,19.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,36,KAHAWA BORA WAREHOUSE,H-12-1,23-SEP-2025,GS-00060.002-DUST,,,GS-00060.002,,36,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,32,KAHAWA BORA WAREHOUSE,H-12-1,27-SEP-2025,GS-00062-DUST,,,GS-00062,,32,0,22.10,1,60 KG JUTE BAG,22.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,48,KAHAWA BORA WAREHOUSE,H-12-1,11-SEP-2025,PC-00071-DUST,,,PC-00071,,48,0,34.10,1,60 KG JUTE BAG,34.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,34,KAHAWA BORA WAREHOUSE,H-12-1,25-SEP-2025,PC-00074-DUST,,,PC-00074,,34,0,43.10,1,60 KG JUTE BAG,43.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,35,KAHAWA BORA WAREHOUSE,H-12-1,24-SEP-2025,RG-00194-DUST,,,RG-00194,,35,0,13.10,1,60 KG JUTE BAG,13.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,34,KAHAWA BORA WAREHOUSE,H-12-1,25-SEP-2025,RG-00196-DUST,,,RG-00196,,34,0,23.10,1,60 KG JUTE BAG,23.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,33,KAHAWA BORA WAREHOUSE,H-12-1,26-SEP-2025,RG-00198-DUST,,,RG-00198,,33,0,11.10,1,60 KG JUTE BAG,11.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,27,KAHAWA BORA WAREHOUSE,H-12-1,02-OCT-2025,RG-00208-DUST,,,RG-00208,,27,0,15.10,1,60 KG JUTE BAG,15.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,25,KAHAWA BORA WAREHOUSE,H-12-1,04-OCT-2025,RG-00209-DUST,,,RG-00209,,25,0,14.10,1,60 KG JUTE BAG,14.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,23,KAHAWA BORA WAREHOUSE,H-12-1,06-OCT-2025,RG-00211-DUST,,,RG-00211,,23,0,13.10,1,60 KG JUTE BAG,13.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,20,KAHAWA BORA WAREHOUSE,H-12-1,09-OCT-2025,RG-00220-DUST,,,RG-00220,,20,0,6.10,1,60 KG JUTE BAG,6.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,16,KAHAWA BORA WAREHOUSE,H-12-1,13-OCT-2025,RG-00224-DUST,,,RG-00224,,16,0,25.10,1,60 KG JUTE BAG,25.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,16,KAHAWA BORA WAREHOUSE,H-12-1,13-OCT-2025,RG-00228-DUST,,,RG-00228,,16,0,30.10,1,60 KG JUTE BAG,30.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,15,KAHAWA BORA WAREHOUSE,H-12-1,14-OCT-2025,RG-00233-DUST,,,RG-00233,,15,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,7,KAHAWA BORA WAREHOUSE,H-12-1,22-OCT-2025,RG-00234-DUST,,,RG-00234,,7,0,25.10,1,60 KG JUTE BAG,25.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,8,KAHAWA BORA WAREHOUSE,H-12-1,21-OCT-2025,RG-00235-DUST,,,RG-00235,,8,0,16.10,1,60 KG JUTE BAG,16.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,6,KAHAWA BORA WAREHOUSE,H-12-1,23-OCT-2025,RG-00236-DUST,,,RG-00236,,6,0,9.10,1,60 KG JUTE BAG,9.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,5,KAHAWA BORA WAREHOUSE,H-12-1,24-OCT-2025,RG-00239-DUST,,,RG-00239,,5,0,10.10,1,60 KG JUTE BAG,10.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,6,KAHAWA BORA WAREHOUSE,H-12-1,23-OCT-2025,RG-00245-DUST,,,RG-00245,,6,0,31.10,1,60 KG JUTE BAG,31.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,6,KAHAWA BORA WAREHOUSE,H-12-1,23-OCT-2025,RG-00246-DUST,,,RG-00246,,6,0,15.10,1,60 KG JUTE BAG,15.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,5,KAHAWA BORA WAREHOUSE,H-12-1,24-OCT-2025,RG-00259-DUST,,,RG-00259,,5,0,9.10,1,60 KG JUTE BAG,9.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,4,KAHAWA BORA WAREHOUSE,H-12-1,25-OCT-2025,RG-00260-DUST,,,RG-00260,,4,0,4.10,1,60 KG JUTE BAG,4.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,,Scrap,2024 / 2025,92,KAHAWA BORA WAREHOUSE,H-12-2,29-JUL-2025,BA-00747,,,,,92,3,17,5,60 KG JUTE BAG,197,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER LIGHT,Intermediate,2024 / 2025,21,KAHAWA BORA WAREHOUSE,H-12-1,08-OCT-2025,CS-00719-ELEVATOR BALANCE,,,BULK-00425,,21,0,24.10,1,60 KG JUTE BAG,24.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER LIGHT,Intermediate,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00695-ELEVATOR BALANCE,,,FBULK-00050,,23,0,25.90,1,60 KG JUTE BAG,25.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER LIGHT,Intermediate,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00696-ELEVATOR BALANCE,,,RG-00178,,23,0,23.90,1,60 KG JUTE BAG,23.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER LIGHT,Intermediate,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00698-ELEVATOR BALANCE,,,BULK-00393,,23,0,22,1,60 KG JUTE BAG,22,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER LIGHT,Intermediate,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00704-ELEVATOR BALANCE,,,RG-00164,,23,0,27.90,1,60 KG JUTE BAG,27.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00705-ELEVATOR BALANCE,,,BULK-00415,,23,0,24.90,1,60 KG JUTE BAG,24.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER LIGHT,Intermediate,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00707-ELEVATOR BALANCE,,,BULK-00416,,23,0,23.90,1,60 KG JUTE BAG,23.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER LIGHT,Intermediate,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00714-ELEVATOR BALANCE,,,BULK-00417,,23,0,24.10,1,60 KG JUTE BAG,24.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER LIGHT,Intermediate,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00715-ELEVATOR BALANCE,,,BULK-00418,,23,0,26.10,1,60 KG JUTE BAG,26.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN REJECT,Intermediate,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00716-ELEVATOR BALANCE,,,BULK-00319,,23,0,25.10,1,60 KG JUTE BAG,25.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER LIGHT,Intermediate,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00717-ELEVATOR BALANCE,,,BULK-00421,,23,0,35.10,1,60 KG JUTE BAG,35.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER LIGHT,Intermediate,2024 / 2025,22,KAHAWA BORA WAREHOUSE,M-03-1,07-OCT-2025,CS-00718-ELEVATOR BALANCE,,,BULK-00423,,22,0,37.10,1,60 KG JUTE BAG,37.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER LIGHT,Intermediate,2024 / 2025,16,KAHAWA BORA WAREHOUSE,M-03-1,13-OCT-2025,CS-00720-ELEVATOR BALANCE,,,BULK-00424,,16,0,23.10,1,60 KG JUTE BAG,23.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,22,KAHAWA BORA WAREHOUSE,M-03-1,07-OCT-2025,CS-00722-ELEVATOR BALANCE,,,RG-00158,,22,0,25.10,1,60 KG JUTE BAG,25.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,16,KAHAWA BORA WAREHOUSE,M-03-1,13-OCT-2025,CS-00723-ELEVATOR BALANCE,,,RG-00172,,16,0,24.10,1,60 KG JUTE BAG,24.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,16,KAHAWA BORA WAREHOUSE,M-03-1,13-OCT-2025,CS-00724-ELEVATOR BALANCE,,,RG-00175,,16,0,27.10,1,60 KG JUTE BAG,27.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,16,KAHAWA BORA WAREHOUSE,M-03-1,13-OCT-2025,CS-00725-ELEVATOR BALANCE,,,RG-00179,,16,0,25.10,1,60 KG JUTE BAG,25.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,16,KAHAWA BORA WAREHOUSE,M-03-1,13-OCT-2025,CS-00726-ELEVATOR BALANCE,,,RG-00201,,16,0,25.10,1,60 KG JUTE BAG,25.10,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,20,KAHAWA BORA WAREHOUSE,M-03-1,09-OCT-2025,CS-00727-ELEVATOR BALANCE,,,RG-00202,,20,0,26.10,1,60 KG JUTE BAG,26.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,16,KAHAWA BORA WAREHOUSE,M-03-1,13-OCT-2025,CS-00728-ELEVATOR BALANCE,,,RG-00203,,16,0,24.10,1,60 KG JUTE BAG,24.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,16,KAHAWA BORA WAREHOUSE,M-03-1,13-OCT-2025,CS-00729-ELEVATOR BALANCE,,,RG-00148,,16,0,25.10,1,60 KG JUTE BAG,25.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,16,KAHAWA BORA WAREHOUSE,M-03-1,13-OCT-2025,CS-00730-ELEVATOR BALANCE,,,RG-00150,,16,0,25.10,1,60 KG JUTE BAG,25.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,16,KAHAWA BORA WAREHOUSE,M-03-1,13-OCT-2025,CS-00731-ELEVATOR BALANCE,,,RG-00153,,16,0,22.10,1,60 KG JUTE BAG,22.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,16,KAHAWA BORA WAREHOUSE,M-03-1,13-OCT-2025,CS-00732-ELEVATOR BALANCE,,,RG-00154,,16,0,24.10,1,60 KG JUTE BAG,24.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,15,KAHAWA BORA WAREHOUSE,M-03-1,14-OCT-2025,CS-00733-ELEVATOR BALANCE,,,RG-00155,,15,0,22.10,1,60 KG JUTE BAG,22.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,15,KAHAWA BORA WAREHOUSE,M-03-1,14-OCT-2025,CS-00734-ELEVATOR BALANCE,,,RG-00159,,15,0,26.10,1,60 KG JUTE BAG,26.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Elevator Balance,Elevator Balance,IN GRINDER BOLD,Intermediate,2024 / 2025,15,KAHAWA BORA WAREHOUSE,M-03-1,14-OCT-2025,CS-00735-ELEVATOR BALANCE,,,RG-00161,,15,0,25.10,1,60 KG JUTE BAG,25.10,Kg,No,, ,,,,,,,
